Materiales;Periodo;Total
Vidrio;2022M02;125,448
Vidrio;2022M01;125,8
Vidrio;2021M12;121,397
Vidrio;2021M11;120,294
Vidrio;2021M10;117,603
Vidrio;2021M09;115,894
Vidrio;2021M08;113,155
Vidrio;2021M07;114,106
Vidrio;2021M06;113,763
Vidrio;2021M05;112,4
Vidrio;2021M04;112,613
Vidrio;2021M03;111,946
Vidrio;2021M02;112,078
Vidrio;2021M01;111,574
Vidrio;2020M12;111,577
Vidrio;2020M11;110,996
Vidrio;2020M10;111,205
Vidrio;2020M09;111,119
Vidrio;2020M08;110,78
Vidrio;2020M07;110,854
Vidrio;2020M06;110,947
Vidrio;2020M05;108,357
Vidrio;2020M04;108,539
Vidrio;2020M03;109,398
Vidrio;2020M02;110,106
Vidrio;2020M01;109,719
Vidrio;2019M12;110,486
Vidrio;2019M11;109,729
Vidrio;2019M10;109,841
Vidrio;2019M09;109,963
Vidrio;2019M08;109,884
Vidrio;2019M07;109,962
Vidrio;2019M06;110,348
Vidrio;2019M05;110,333
Vidrio;2019M04;110,36
Vidrio;2019M03;109,939
Vidrio;2019M02;110,509
Vidrio;2019M01;109,723
Vidrio;2018M12;111,095
Vidrio;2018M11;109,592
Vidrio;2018M10;109,608
Vidrio;2018M09;108,857
Vidrio;2018M08;109,663
Vidrio;2018M07;109,327
Vidrio;2018M06;108,677
Vidrio;2018M05;108,745
Vidrio;2018M04;106,749
Vidrio;2018M03;106,567
Vidrio;2018M02;106,417
Vidrio;2018M01;108,665
Vidrio;2017M12;107,602
Vidrio;2017M11;111,191
Vidrio;2017M10;109,481
Vidrio;2017M09;108,504
Vidrio;2017M08;110,257
Vidrio;2017M07;109,096
Vidrio;2017M06;108,438
Vidrio;2017M05;106,581
Vidrio;2017M04;109,211
Vidrio;2017M03;108,778
Vidrio;2017M02;110,446
Vidrio;2017M01;108,307
Vidrio;2016M12;107,72
Vidrio;2016M11;107,436
Vidrio;2016M10;107,042
Vidrio;2016M09;108,669
Vidrio;2016M08;107,733
Vidrio;2016M07;109,703
Vidrio;2016M06;108,239
Vidrio;2016M05;108,252
Vidrio;2016M04;108,049
Vidrio;2016M03;107,448
Vidrio;2016M02;107,822
Vidrio;2016M01;108,029
Vidrio;2015M12;109,605
Vidrio;2015M11;108,354
Vidrio;2015M10;107,469
Vidrio;2015M09;109,073
Vidrio;2015M08;109,307
Vidrio;2015M07;108,412
Vidrio;2015M06;108,143
Vidrio;2015M05;107,198
Vidrio;2015M04;107,539
Vidrio;2015M03;107,7
Vidrio;2015M02;106,132
Vidrio;2015M01;106,774
Vidrio;2014M12;104,712
Vidrio;2014M11;105,792
Vidrio;2014M10;106,179
Vidrio;2014M09;105,104
Vidrio;2014M08;104,361
Vidrio;2014M07;105,509
Vidrio;2014M06;105,945
Vidrio;2014M05;105,071
Vidrio;2014M04;105,605
Vidrio;2014M03;105,402
Vidrio;2014M02;105,782
Vidrio;2014M01;105,426
Vidrio;2013M12;105,606
Vidrio;2013M11;106,25
Vidrio;2013M10;106,172
Vidrio;2013M09;105,913
Vidrio;2013M08;105,347
Vidrio;2013M07;103,454
Vidrio;2013M06;103,497
Vidrio;2013M05;101,928
Vidrio;2013M04;101,72
Vidrio;2013M03;102,563
Vidrio;2013M02;102,017
Vidrio;2013M01;101,18
Vidrio;2012M12;101,959
Vidrio;2012M11;100,017
Vidrio;2012M10;100,313
Vidrio;2012M09;99,117
Vidrio;2012M08;101,04
Vidrio;2012M07;100,432
Vidrio;2012M06;98,681
Vidrio;2012M05;100,21
Vidrio;2012M04;99,421
Vidrio;2012M03;101,467
Vidrio;2012M02;100,181
Vidrio;2012M01;102,073
Materiales explosivos;2023M06;121,138
Materiales explosivos;2023M05;120,273
Materiales explosivos;2023M04;122,771
Materiales explosivos;2023M03;124,186
Materiales explosivos;2023M02;126,8
Materiales explosivos;2023M01;127,886
Materiales explosivos;2022M12;133,718
Materiales explosivos;2022M11;134,378
Materiales explosivos;2022M10;134,438
Materiales explosivos;2022M09;132,084
Materiales explosivos;2022M08;129,389
Materiales explosivos;2022M07;124,778
Materiales explosivos;2022M06;121,411
Materiales explosivos;2022M05;124,153
Materiales explosivos;2022M04;123,728
Materiales explosivos;2022M03;120,297
Materiales explosivos;2022M02;116,174
Materiales explosivos;2022M01;116,35
Materiales explosivos;2021M12;113,052
Materiales explosivos;2021M11;113,18
Materiales explosivos;2021M10;111,929
Materiales explosivos;2021M09;111,971
Materiales explosivos;2021M08;112,545
Materiales explosivos;2021M07;111,49
Materiales explosivos;2021M06;110,649
Materiales explosivos;2021M05;111,05
Materiales explosivos;2021M04;111,778
Materiales explosivos;2021M03;115,235
Materiales explosivos;2021M02;119,779
Materiales explosivos;2021M01;120,383
Materiales explosivos;2020M12;121,978
Materiales explosivos;2020M11;120,982
Materiales explosivos;2020M10;118,992
Materiales explosivos;2020M09;118,107
Materiales explosivos;2020M08;118,785
Materiales explosivos;2020M07;117,702
Materiales explosivos;2020M06;119,107
Materiales explosivos;2020M05;118,367
Materiales explosivos;2020M04;119,719
Materiales explosivos;2020M03;120,276
Materiales explosivos;2020M02;120,218
Materiales explosivos;2020M01;120,625
Materiales explosivos;2019M12;123,56
Materiales explosivos;2019M11;124,056
Materiales explosivos;2019M10;123,157
Materiales explosivos;2019M09;126,6
Materiales explosivos;2019M08;124,608
Materiales explosivos;2019M07;122,933
Materiales explosivos;2019M06;122,676
Materiales explosivos;2019M05;122,36
Materiales explosivos;2019M04;123
Materiales explosivos;2019M03;122,599
Materiales explosivos;2019M02;121,975
Materiales explosivos;2019M01;123,271
Materiales explosivos;2018M12;124,338
Materiales explosivos;2018M11;116,07
Materiales explosivos;2018M10;112,282
Materiales explosivos;2018M09;113,332
Materiales explosivos;2018M08;111,696
Materiales explosivos;2018M07;104,786
Materiales explosivos;2018M06;102,664
Materiales explosivos;2018M05;101,665
Materiales explosivos;2018M04;99,714
Materiales explosivos;2018M03;100,25
Materiales explosivos;2018M02;101,525
Materiales explosivos;2018M01;100,277
Materiales explosivos;2017M12;102,492
Materiales explosivos;2017M11;104,249
Materiales explosivos;2017M10;102,767
Materiales explosivos;2017M09;102,205
Materiales explosivos;2017M08;102,967
Materiales explosivos;2017M07;103,223
Materiales explosivos;2017M06;101,968
Materiales explosivos;2017M05;102,359
Materiales explosivos;2017M04;102,503
Materiales explosivos;2017M03;103,102
Materiales explosivos;2017M02;102,791
Materiales explosivos;2017M01;104,269
Materiales explosivos;2016M12;106,224
Materiales explosivos;2016M11;106,13
Materiales explosivos;2016M10;108,378
Materiales explosivos;2016M09;107,911
Materiales explosivos;2016M08;110,122
Materiales explosivos;2016M07;110,802
Materiales explosivos;2016M06;110,842
Materiales explosivos;2016M05;108,437
Materiales explosivos;2016M04;109,027
Materiales explosivos;2016M03;109,913
Materiales explosivos;2016M02;108,389
Materiales explosivos;2016M01;110,376
Materiales explosivos;2015M12;108,904
Materiales explosivos;2015M11;109,102
Materiales explosivos;2015M10;108,819
Materiales explosivos;2015M09;107,237
Materiales explosivos;2015M08;107,252
Materiales explosivos;2015M07;107,797
Materiales explosivos;2015M06;106,345
Materiales explosivos;2015M05;107,502
Materiales explosivos;2015M04;106,69
Materiales explosivos;2015M03;108,84
Materiales explosivos;2015M02;107,595
Materiales explosivos;2015M01;107,286
Materiales explosivos;2014M12;107,849
Materiales explosivos;2014M11;107,481
Materiales explosivos;2014M10;109,036
Materiales explosivos;2014M09;108,533
Materiales explosivos;2014M08;110,048
Materiales explosivos;2014M07;110,315
Materiales explosivos;2014M06;105,748
Materiales explosivos;2014M05;104,222
Materiales explosivos;2014M04;102,456
Materiales explosivos;2014M03;101,952
Materiales explosivos;2014M02;102,078
Materiales explosivos;2014M01;102,185
Materiales explosivos;2013M12;101,244
Materiales explosivos;2013M11;101,504
Materiales explosivos;2013M10;101,129
Materiales explosivos;2013M09;102,666
Materiales explosivos;2013M08;102,33
Materiales explosivos;2013M07;101,331
Materiales explosivos;2013M06;103,294
Materiales explosivos;2013M05;101,821
Materiales explosivos;2013M04;101,862
Materiales explosivos;2013M03;101,072
Materiales explosivos;2013M02;102,667
Materiales explosivos;2013M01;99,987
Materiales explosivos;2012M12;97,711
Materiales explosivos;2012M11;100,506
Materiales explosivos;2012M10;99,787
Materiales explosivos;2012M09;100,666
Materiales explosivos;2012M08;98,281
Materiales explosivos;2012M07;99,666
Materiales explosivos;2012M06;101,483
Materiales explosivos;2012M05;99,275
Materiales explosivos;2012M04;101,168
Materiales explosivos;2012M03;100,365
Materiales explosivos;2012M02;99,559
Materiales explosivos;2012M01;99,372
